title,category,company,responses,date,is_active
"HTML5 Game Developer","Front End","TransGaming Ukraine ",0,2/19/2013 11:45,TRUE
"Support Administrator","Support","Adstream",0,2/19/2013 11:30,TRUE
"Senior QA Automation Engineer for Playtech","QA","Ciklum",0,2/19/2013 11:04,TRUE
"Senior .NET Developer",".NET","Luxoft",0,2/19/2013 11:01,TRUE
"Senior Objective-C ( iOS ) Developer","iOS/Mac","Augmentive",0,2/18/2013 18:40,TRUE
"Senior Objective-C (MAC OS X) Developer","iOS/Mac","Augmentive",0,2/18/2013 18:40,TRUE
"System Administrator for Project Office",,"Ciklum",0,2/18/2013 17:26,TRUE
"System Administrator (Kharkiv)",,"EPAM Systems",0,2/18/2013 17:09,TRUE
"Web-разработчик","PHP","Dukascopy",0,2/18/2013 17:05,TRUE
"Разработчик приложений iPhone/ iPad","iOS/Mac","Startsoft",0,2/18/2013 16:47,TRUE
"Senior Automation QA","QA","Lohika Systems",0,2/18/2013 16:45,FALSE
"PHP-программист","PHP","Startsoft",0,2/18/2013 15:20,TRUE
"Middle Java Developer for Playtech Casino","Java","Ciklum",0,2/18/2013 15:07,TRUE
"Teacher of SoftServe IT Academy","Other","SoftServe",0,2/18/2013 14:07,TRUE
"PHP тестовая вакансия","PHP","DOU",0,2/18/2013 13:54,FALSE
"C++ Developer","C++","Ciklum",0,2/18/2013 13:48,TRUE
"Sharepoint Developer",".NET","Ciklum",0,2/18/2013 11:41,TRUE
"Junior .NET Developer",".NET","Ciklum",0,2/18/2013 11:38,FALSE
"Junior .NET Developer",".NET","Ciklum",0,2/18/2013 11:38,TRUE
"Junior .NET Developer",".NET","Ciklum",0,2/18/2013 11:28,FALSE
"Embedded Software Developer","C++","EKTOS",0,2/18/2013 11:27,TRUE
"Front-End Developer","Front End","Ciklum",0,2/18/2013 11:26,FALSE
"One Year Contract Position of Senior/Middle .NET Developer",".NET","Ciklum",0,2/18/2013 11:25,TRUE
"Senior/Middle .NET Developer",".NET","Ciklum",0,2/18/2013 10:52,FALSE
".NET Developer",".NET","Ciklum",0,2/18/2013 10:50,TRUE
"PHP / Python Django Developer","Python","Ciklum",0,2/18/2013 10:48,TRUE
"Middle .NET Developer",".NET","Ciklum",0,2/18/2013 10:47,TRUE
"Middle Microsoft Web Developer for Vertica",,"Ciklum",0,2/18/2013 9:57,FALSE
"iOS Team Leader","iOS/Mac","Ciklum",0,2/18/2013 9:51,TRUE
"iOS Team Leader","iOS/Mac","Ciklum",0,2/18/2013 9:51,TRUE
"iOS Team Leader","iOS/Mac","Ciklum",0,2/18/2013 9:50,TRUE
"Cellphone Engineer","C++","Ciklum",0,2/18/2013 9:33,TRUE
"Senior Microsoft Word Support and Developer for Edgar Online","Support","Ciklum",0,2/18/2013 9:31,TRUE
"Junior/Middle Front-end Developer","Front End","Ciklum",0,2/18/2013 9:30,TRUE
"Middle/Senior Manual QC Analyst for EDGAR Online","QA","Ciklum",0,2/18/2013 9:28,FALSE
"Senior PHP Developer for MADS","PHP","Ciklum",0,2/18/2013 9:28,TRUE
"System Administrator for Cashcloud S.A.",,"Ciklum",0,2/18/2013 9:27,TRUE
"Mobile QA","QA","Ciklum",0,2/18/2013 9:27,TRUE
"Senior .NET Developer",".NET","Ciklum",0,2/18/2013 9:25,TRUE
"Scrum Master / Team Manager",,"Ciklum",0,2/18/2013 9:25,FALSE
"Senior OSX Development Engineer","iOS/Mac","Echostar Ukraine LLC",0,2/15/2013 17:49,TRUE
"OSX Development Engineer","iOS/Mac","Echostar Ukraine LLC",0,2/15/2013 17:49,TRUE
"Software Engineer","C++","Echostar Ukraine LLC",0,2/15/2013 17:48,TRUE
"Java Architect for Kuoni","Java","Ciklum",0,2/15/2013 17:19,TRUE
"РНР разработчик","PHP","Flirchi LLC",0,2/15/2013 17:07,TRUE
"System Test Group Manager for Playtech","QA","Ciklum",0,2/15/2013 16:36,TRUE
"Java Architect for Playtech","Java","Ciklum",0,2/15/2013 14:52,TRUE
"DB Administrator (MS SQL) for Betsson",,"Ciklum",0,2/15/2013 14:31,TRUE
"Android (тестовая вакансия)","Android","DOU",0,2/15/2013 14:19,FALSE
"PHP developer (тестовая вакансия)","PHP","DOU",0,2/15/2013 14:18,FALSE
"Java WebLogic Developer","Java","EPAM Systems",0,2/15/2013 13:28,TRUE
"PHP Superstar Developer (Highload)","PHP","LeBoutique.com",0,2/15/2013 13:18,TRUE
"Senior Exadata Developer",,"EPAM Systems",0,2/15/2013 12:58,FALSE
"Creative Front-End Deveoper","Front End","Svitla Systems, Inc.",0,2/15/2013 12:16,TRUE
"Senior .NET Web Developer",".NET","8th Sphere",0,2/15/2013 2:42,TRUE
"Middle Java Developer","Java","Sigma Ukraine",0,2/14/2013 19:57,TRUE
"SharePoint developer",".NET","Web Consultants",0,2/14/2013 16:21,TRUE
"Product Manager",,"Genesis Technology Partners",0,2/14/2013 16:09,TRUE
"Инженер по автоматизированному тестированию","QA","InfoPulse",0,2/14/2013 14:01,TRUE
"Python Software Engineer","Python","SoftServe",0,2/14/2013 12:30,TRUE
"Senior Java developer","Java","EPAM Systems",0,2/14/2013 12:10,TRUE
"Senior Java Developer","Java","Sigma Ukraine",0,2/14/2013 12:10,TRUE
"Senior ASP.NET Developer",".NET","Sigma Ukraine",0,2/14/2013 12:05,TRUE
"Middle Test Engineer","QA","Sigma Ukraine",0,2/14/2013 12:03,TRUE
"Junior Sales Manager","Sales","Sigma Ukraine",0,2/14/2013 12:03,TRUE
"Инженер по внедрению и поддержке биллинга","Other","Латера",0,2/13/2013 18:50,TRUE
"Senior (Lead) .NET Developer (Lviv)",".NET","EPAM Systems",0,2/13/2013 17:34,TRUE
"UI Developer with Sencha GTX toolkit","Front End","InfoPulse",0,2/13/2013 16:59,TRUE
"Senior Web Developer (php)","PHP","ТОВ ""Обрий Продактс"" ГК PocketBook",0,2/13/2013 16:43,TRUE
"Senior Ruby Developer","Ruby","Svitla Systems, Inc.",0,2/13/2013 16:39,TRUE
"iOS developer","iOS/Mac","MarkaSoftware",0,2/13/2013 15:11,TRUE
"iOS developer","iOS/Mac","MarkaSoftware",0,2/13/2013 15:10,TRUE
"Senior Frontend Developer","Front End","SysIQ",0,2/13/2013 14:31,TRUE
"Frontend Developer","Front End","SysIQ",0,2/13/2013 14:28,TRUE
"Team Manager",,"Sitecore",0,2/13/2013 13:21,TRUE
"Senior Java Developer","Java","EPAM Systems",0,2/13/2013 12:56,TRUE
"Senior Python/Java Networking developer","Java","Lohika Systems",0,2/13/2013 12:33,TRUE
"Lead/Techexpert QA","QA","Persha Studia",0,2/13/2013 12:11,TRUE
"Senior Flash Developer","Flash","Persha Studia",0,2/13/2013 12:02,TRUE
"PHP/Drupal developer","PHP","Adyax",0,2/13/2013 11:56,TRUE
"Senior PHP / Drupal Developer","PHP","Adyax",0,2/13/2013 11:56,TRUE
"Старший разработчик для iOS/Android платформ","iOS/Mac","СЕВА НОВА",0,2/13/2013 11:47,TRUE
"Senior Java (Server-Side) Developer","Java","EPAM Systems",0,2/13/2013 10:20,TRUE
"Junior web дизайнер","Дизайн","Prom.ua",0,2/12/2013 16:28,TRUE
"Linux Engineer",,"Murka",0,2/12/2013 16:18,TRUE
"Team Lead Perl Developer for LiveNation","Perl","Provectus-IT",0,2/12/2013 16:09,TRUE
"Flash developer","Flash","Murka",0,2/12/2013 15:16,TRUE
"Middle/Senior Java Developer (Kyiv)","Java","EPAM Systems",0,2/12/2013 14:56,TRUE
"Важный С++ разработчик","C++","Murka",0,2/12/2013 14:55,TRUE
"Software Automation Testing Engineer","QA","Systematica llc",0,2/12/2013 14:20,TRUE
"Front-end Developer (JavaScript/HTML/CSS)","Front End","Nemetos Ukraine",0,2/12/2013 14:18,TRUE
"Intermediate QA Engineer for Live Nation","QA","Provectus-IT",0,2/12/2013 12:57,TRUE
"Senior Java developer","Java","EPAM Systems",0,2/12/2013 12:47,TRUE
"Java Architect","Java","EPAM Systems",0,2/12/2013 12:45,TRUE
"Temporary Help Desk Administrator /2 months contact/","Support","Kuadriga",0,2/12/2013 12:41,TRUE
"Drupal developer (to work in the Netherlands)","PHP","DAXX BV",0,2/12/2013 12:27,TRUE
"Middle C++ Developer","C++","ISD",0,2/12/2013 12:02,TRUE
"iOS Developer","iOS/Mac","Sitecore",0,2/12/2013 10:16,TRUE
"Service Desk Engineer","Support","Sitecore",0,2/12/2013 10:11,TRUE
"BI / Data Warehouse Engineer","Other","modnaKasta.ua",0,2/11/2013 21:06,TRUE
"iOS developer","iOS/Mac","modnaKasta.ua",0,2/11/2013 20:40,TRUE
"Support Engineer","Support","SysIQ",0,2/11/2013 19:21,TRUE
"Senior Ruby on Rails Software Engineer","Ruby","SoftServe",0,2/11/2013 18:47,TRUE
"On-site .NET/Silverlight Software Engineer",".NET","SoftServe",0,2/11/2013 18:39,TRUE
"CRM Software Engineer",".NET","SoftServe",0,2/11/2013 18:39,TRUE
"Regional .NET Competence Manager",".NET","SoftServe",0,2/11/2013 18:39,TRUE
"Program Manager",,"SoftServe",0,2/11/2013 18:39,TRUE
"UI/UX Designer","Front End","SoftServe",0,2/11/2013 18:39,TRUE
"Java Technical Leader","Java","SoftServe",0,2/11/2013 18:38,TRUE
"R&D Technology Consultant","Other","SoftServe",0,2/11/2013 18:38,TRUE
"Regional .NET Competence Manager",".NET","SoftServe",0,2/11/2013 18:33,TRUE
"Senior QС Engineer","QA","SoftServe",0,2/11/2013 18:33,TRUE
"Python Engineer","Python","Cogniance, Inc",0,2/11/2013 18:18,TRUE
"Lotus Notes/Domino Software Engineer","Other","SoftServe",0,2/11/2013 17:58,TRUE
"Lotus Notes/Domino Analyst","Analyst","SoftServe",0,2/11/2013 17:58,TRUE
"Lead/PM JavaScript","Front End","EPAM Systems",0,2/11/2013 16:53,FALSE
"Аналитик Siebel CRM","Analyst","F&CBank",0,2/11/2013 14:06,TRUE
"Script Developer","Other","Adstream",0,2/11/2013 12:36,TRUE
"Senior Software Testing Engineer (Kharkiv)","QA","EPAM Systems",0,2/11/2013 11:58,TRUE
"Software Automation Testing Engineer (Kharkiv)","QA","EPAM Systems",0,2/11/2013 11:52,TRUE
"Automated QA Engineer","QA","KSF (Kiev Software Factory)",0,2/11/2013 11:03,TRUE
"Senior ASP.Net Developer",".NET","Artelogic",0,2/10/2013 19:32,TRUE
"QA Engineer","QA","MindK Ltd.",0,2/9/2013 21:33,TRUE
"Middle PHP / JS developer","PHP","MindK Ltd.",0,2/9/2013 21:25,TRUE
"Project Manager in Software Development","Project Manager","MindK Ltd.",0,2/9/2013 21:19,TRUE
"Enterprise Applications Senior Software Developer/Software Architect","Java","INTROPRO LLC",0,2/9/2013 21:00,TRUE
"Embedded Applications Software Developer","Java","INTROPRO LLC",0,2/9/2013 20:58,TRUE
"Java Developer for a new Bottomline project","Java","GlobalLogic",0,2/8/2013 19:25,TRUE
"Senior Java Developer for a new Bottomline project","Java","GlobalLogic",0,2/8/2013 19:24,TRUE
"Configuration manager","Other","Exigen Services",0,2/8/2013 18:13,TRUE
"Senior project/program manager","Project Manager","Exigen Services",0,2/8/2013 18:03,TRUE
"iOS Developer (Toronto, Canada)","iOS/Mac","TAL group Inc.",0,2/8/2013 17:43,TRUE
"Middle PHP / HTML / JavaScript Programmer","PHP","A2A",0,2/8/2013 17:23,TRUE
"Big Data Developer","Other","Dachis Group",0,2/8/2013 16:24,TRUE
"PHP developer","PHP","Dachis Group",0,2/8/2013 16:24,TRUE
"Senior Web User Interface Developer","Front End","Skelia",0,2/8/2013 15:50,TRUE
"Android Developer","Android","ELEKS",0,2/8/2013 15:27,TRUE
"Localization Linguistic QA","QA","Lohika Systems",0,2/8/2013 14:25,TRUE
"Enterprise Technology Consultant","Other","SoftServe",0,2/7/2013 17:48,TRUE
"Senior Android Developer","Android","ПАО КБ «ПРИВАТБАНК»",0,2/7/2013 16:59,TRUE
"Full time Front End Developer","Front End","Cloud Consulting AS",0,2/7/2013 15:35,TRUE
"QA Engineer","QA","Propeople",0,2/7/2013 14:11,TRUE
"Senior Developer/Integrator MatLab","Other","Luxoft",0,2/7/2013 14:11,TRUE
"Junior NOC Engineer","Other","SMTP, Inc.",0,2/7/2013 14:01,TRUE
".NET lead",".NET","Luxoft",0,2/7/2013 13:49,TRUE
"Senior .Net Developer",".NET","Luxoft",0,2/7/2013 13:43,TRUE
"ALM Support Engineer","Support","InfoPulse",0,2/7/2013 12:19,FALSE
"Ведущий iOS/Mac OSX программист","iOS","Metacom Company",0,2/6/2013 23:08,FALSE
"Менеджер по контекстной рекламе в социальных сетях","Other","CloneFish",0,2/6/2013 19:05,TRUE
"С++ в режиме Бога","C++","Brightgrove LTD.",0,2/6/2013 19:03,TRUE
"iOS-developer","iOS","Intellectsoft",0,2/6/2013 18:55,TRUE
"Python Developer","Python","DataArt",0,2/6/2013 17:27,TRUE
"1С Битрикс программист","1С","Web Consultants",0,2/6/2013 17:06,TRUE
"C#.Net Senior Developer (gambling game)",".NET","F&CBank",0,2/6/2013 16:35,FALSE
"PHP Developer","PHP","SQURO",0,2/6/2013 16:16,TRUE
"RoR Developer","Ruby","SQURO",0,2/6/2013 16:16,TRUE
"Web-дизайнер","Дизайн","SQURO",0,2/6/2013 16:16,TRUE
".NET Developer in BELARUS",".NET","GroupDocs",0,2/6/2013 14:21,FALSE
"Software Configuration Engineer, Infrastructure","Other","CQG",0,2/6/2013 14:16,TRUE
"PM","Project Manager","Luxoft",0,2/6/2013 13:56,TRUE
"Java Web Team Lead","Java","Luxoft",0,2/6/2013 13:51,FALSE
"Java Web Team Lead","Java","Luxoft",0,2/6/2013 13:47,TRUE
"C++ Middle developer","C++","Binary Studio",0,2/6/2013 13:18,TRUE
"Senior NLP Developer","Python","Grammarly",0,2/6/2013 12:49,TRUE
"php-программист, удалённо","PHP","ImpressMedia",0,2/6/2013 12:42,FALSE
"Senior Java Developer","Java","Grammarly",0,2/6/2013 12:35,TRUE
"Senior/Regular JAVA Developer","Java","Luxoft",0,2/6/2013 12:34,TRUE
"Junior Game Programmer","C++","Crytek Ukraine",0,2/6/2013 12:19,TRUE
"Technical Artist","Дизайн","Crytek Ukraine",0,2/6/2013 12:18,TRUE
"Директор IT компании, Киев, 5000$ + бонус",,"Elyland,Ltd",0,2/6/2013 11:46,TRUE
"Senior Java Developer, Киев, 3000-4000$ + бонус","Java","Elyland,Ltd",0,2/6/2013 11:44,TRUE
"Server Programmer","C++","Crytek Ukraine",0,2/5/2013 19:18,TRUE
"Senior PHP back-end Developer","PHP","Trust Sourcing",0,2/5/2013 19:16,TRUE
"Python / Django developer","Python","ПАО КБ «ПРИВАТБАНК»",0,2/5/2013 18:39,TRUE
"Разработчик PHP/JS","PHP","Multitest",0,2/5/2013 18:31,TRUE
"Технический писатель","Other","БИФИТ-Украина",0,2/5/2013 17:45,TRUE
"Senior Java developer (front-end)","Java","РК Мегаполис",0,2/5/2013 17:02,TRUE
"Senior JavaScript developer (Kharkov)","Front End","Intetics Co",0,2/5/2013 16:28,TRUE
"Senior PHP Developer (Symfony)","PHP","Exigen Services",0,2/5/2013 15:52,TRUE
"Senior QA Engineer Automation","QA","Exigen Services",0,2/5/2013 15:40,TRUE
"PHP Developer","PHP","Intellias",0,2/5/2013 15:05,TRUE
"Senior Java Developer","Java","Intellias",0,2/5/2013 15:04,TRUE
"Mobile Developer","Android","Intellias",0,2/5/2013 15:01,TRUE
"Snr C# Developer",".NET","Luxoft",0,2/5/2013 13:21,TRUE
"Tech Lead/Senior .Net Developer",".NET","Luxoft",0,2/5/2013 13:07,TRUE
"Support Engineer","Support","Devart",0,2/5/2013 13:02,TRUE
"Senior QA Engineer","QA","iDeals Solutions",0,2/5/2013 12:54,TRUE
"Senior Java Developer","Java","Luxoft",0,2/5/2013 12:46,TRUE
"Инженер (iBank2 UA)","Other","F&CBank",0,2/5/2013 12:27,TRUE
"Тестировщик программного обеспечения","QA","Homer Software House",0,2/5/2013 12:20,TRUE
"Java Team Lead","Java","Lohika Systems",0,2/5/2013 11:39,TRUE
"PHP Developer","PHP","Zfort Group",0,2/5/2013 10:45,TRUE
"Web - программист","PHP","Oversun Media LLC",0,2/5/2013 10:45,TRUE
"Программист ERP (Microsoft Dynamics NAV)","Other","ERP Consulting",0,2/5/2013 10:45,TRUE
"Программист",,"ТаймШоп",0,2/5/2013 10:43,FALSE
"Нужен сильный Java разработчик (Team leader) во Львов","Java","Ютинет.ру",0,2/5/2013 8:14,TRUE
"Head of Technical Department (Team Leader, Architect, Senior Developer)",,"ЧП ""РТД Украина""",0,2/4/2013 23:20,TRUE
"Senior SDET",".NET","Sigma Ukraine",0,2/4/2013 21:11,TRUE
"Senior PHP Magento Developer","PHP","SysIQ",0,2/4/2013 19:22,TRUE
"Senior ASP.NET Developer/Team Leader",".NET","Svitla Systems, Inc.",0,2/4/2013 18:28,TRUE
"Senior PHP developer","PHP","FirstBeatMedia",0,2/4/2013 18:16,TRUE
"Аналитик программного обеспечения","Analyst","БИФИТ-Украина",0,2/4/2013 17:59,FALSE
"Аналитик программного обеспечения","Analyst","БИФИТ-Украина",0,2/4/2013 17:58,FALSE
"Аналитик программного обеспечения","Analyst","БИФИТ-Украина",0,2/4/2013 17:58,FALSE
"Аналитик программного обеспечения","Analyst","БИФИТ-Украина",0,2/4/2013 17:58,FALSE
"Seo-оптимизатор",,"Международная компания",0,2/4/2013 17:41,FALSE
"Специалист по развитию форума",,"Международная компания",0,2/4/2013 17:37,FALSE
"Программист",,"Международная компания",0,2/4/2013 17:31,FALSE
"Project manager","Project Manager","AB Soft ",0,2/4/2013 17:30,TRUE
"Специалист отдела технической поддержки","Support","БИФИТ-Украина",0,2/4/2013 17:28,TRUE
"Middle Web разработчик","Java","CS-Ltd",0,2/4/2013 17:12,TRUE
"Разработчик iPhone/iPad","iOS/Mac","CS-Ltd",0,2/4/2013 16:53,TRUE
"Magento Developer","PHP","SaM Solutions",0,2/4/2013 16:46,TRUE
"Senior QA Engineer","QA","AB Soft ",0,2/4/2013 16:46,TRUE
"Ruby on Rails Software Engineer","Ruby","OnApp",0,2/4/2013 16:39,TRUE
"Менеджер по контекстной рекламе","Other","ПАО КБ «ПРИВАТБАНК»",0,2/4/2013 16:38,TRUE
"Business Intelligence/ SQL Developer",,"Web Consultants",0,2/4/2013 16:37,TRUE
"Веб-дизайнер","Дизайн","DustCase",0,2/4/2013 15:54,TRUE
"web developer","PHP","SMKvision",0,2/4/2013 15:51,TRUE
"Senior Java Developer","Java","NetCracker",0,2/4/2013 15:47,TRUE
"Project Manager","Project Manager","Propeople",0,2/4/2013 15:30,TRUE
"PHP developer","PHP","NXC International",0,2/4/2013 15:19,TRUE
"Drupal разработчик","PHP","INP-Software",0,2/4/2013 15:05,TRUE
"Senior .NET Developer",".NET","Centeon Software Ltd",0,2/4/2013 14:54,FALSE
"PHP программист","PHP",908,0,2/4/2013 14:53,TRUE
"1С программист","1С","Синергия Софт. Украина ",0,2/4/2013 14:46,FALSE
"OLAP Team Lead",,"KM-Ware",0,2/4/2013 14:46,TRUE
"Drupal developer","PHP","Wise Decisions Group",0,2/4/2013 14:46,TRUE
"Project manager","Project Manager","KM-Ware",0,2/4/2013 14:43,TRUE
"QA Engineer","QA","INTERSOG",0,2/4/2013 14:41,TRUE
"Senior iOS developer/Team Lead","iOS/Mac","KM-Ware",0,2/4/2013 14:41,TRUE
"ASP.NET",".NET","Lime systems",0,2/4/2013 13:11,TRUE
"Web Developer (PHP / JavaScript / Brain)","Front End","Repville",0,2/4/2013 12:58,TRUE
".NET developer",".NET","Lime systems",0,2/4/2013 11:34,TRUE
"Инженер по внедрению программных решений",,"Lime systems",0,2/4/2013 11:31,TRUE
"Стажер Java","Java","Luxoft",0,2/4/2013 11:05,TRUE
"Software Engineering Manager (Kharkiv), Global Delivery Model",,"EPAM Systems",0,2/4/2013 10:22,TRUE
"Designer","Дизайн","QAP INT",0,2/4/2013 9:55,TRUE
"iOS разработчик","iOS/Mac","QAP INT",0,2/4/2013 9:53,TRUE
"Project Manager for CMS and E-commerce Unit","Project Manager","Ciklum",0,2/1/2013 17:39,FALSE
"QA engineer","QA","Lohika Systems",0,2/1/2013 17:35,FALSE
"QA engineer for Energy Savings project","QA","Lohika Systems",0,2/1/2013 17:32,FALSE
"Android Team Lead / Senior Developer","Android","Akvelon Ukraine",0,2/1/2013 15:41,TRUE
".NET Team Lead",".NET","Akvelon Ukraine",0,2/1/2013 15:33,TRUE
"Technical Writer for Wendia","Other","Ciklum",0,2/1/2013 14:56,TRUE
"On-site Python Technical Leader","Python","SoftServe",0,2/1/2013 14:40,TRUE
"Senior Front End Developer for LiveNation","Front End","Provectus-IT",0,2/1/2013 14:19,TRUE
"3D Дизайнер-Аниматор","Дизайн","Aurea Vision",0,2/1/2013 12:58,TRUE
"Software Developer (C, C# со знанием Unity, MS Kinect (SDK Xbox & Windows)",".NET","Aurea Vision",0,2/1/2013 12:53,TRUE
"Data Scientist",,"Endorphin",0,2/1/2013 12:48,FALSE
"Senior .Net Developer (Kharkiv)",".NET","EPAM Systems",0,2/1/2013 12:00,TRUE
"Senior Java Developer (Kharkiv), Content licensing Project","Java","EPAM Systems",0,2/1/2013 11:59,TRUE
"Senior Java Developer (Kharkiv)","Java","EPAM Systems",0,2/1/2013 11:56,TRUE
"Senior/Team Lead .Net Developer (Kharkiv)",".NET","EPAM Systems",0,2/1/2013 11:55,TRUE
"Lead Software Automation Testing Engineer (Kharkiv)","QA","EPAM Systems",0,2/1/2013 11:55,TRUE
"Trainer/Lead of Test Automation Lab (Kharkiv)","QA","EPAM Systems",0,2/1/2013 11:55,TRUE
"Software Automation Testing Engineer /Java (Kharkiv)","QA","EPAM Systems",0,2/1/2013 11:45,FALSE
"PHP Developer","PHP","DAXX BV",0,2/1/2013 11:33,FALSE
"Software Automation Testing Engineer / C#/VisualStudio (Kharkiv)","QA","EPAM Systems",0,2/1/2013 11:04,TRUE
"Senior Java Engineer","Java","Cogniance, Inc",0,1/31/2013 18:38,TRUE
"Senior Front-End Engineer","Front End","Cogniance, Inc",0,1/31/2013 18:21,TRUE
"Senior Mobile Front-End Engineer","Front End","Cogniance, Inc",0,1/31/2013 18:11,FALSE
"Senior Java Developer","Java","Luxoft",0,1/31/2013 17:54,TRUE
"Senior Web developer","PHP","Luxoft",0,1/31/2013 17:49,TRUE
"Middle Java Developer","Java","Luxoft",0,1/31/2013 17:47,TRUE
"Regular PHP Engineer","PHP","Cogniance, Inc",0,1/31/2013 17:20,FALSE
"Senior Oracle BI Developer","Oracle","Luxoft",0,1/31/2013 17:14,TRUE
"Front-end developer","Front End","Continuum",0,1/31/2013 17:10,TRUE
"Flash Engineer","Flash","Cogniance, Inc",0,1/31/2013 17:08,FALSE
"JavaScript-разработчик","Front End","Интеллект-Сервис, Корпорация",0,1/31/2013 16:54,TRUE
"Senior Java Architect","Java","Luxoft",0,1/31/2013 16:28,TRUE
"Senior C++ Engineer","C++","Cogniance, Inc",0,1/31/2013 16:20,TRUE
"QA Engineers","QA","PortaOne",0,1/31/2013 16:14,FALSE
"Internal Systems Administrator",,"PortaOne",0,1/31/2013 16:04,FALSE
"Support Engineer","Support","PortaOne",0,1/31/2013 16:04,TRUE
"Вебмастер\UI-дизайнер",,"PortaOne",0,1/31/2013 16:02,FALSE
"Senior Android Engineer","Android","Cogniance, Inc",0,1/31/2013 15:50,TRUE
"3D-дизайнер","Дизайн","Plarium Ukraine",0,1/31/2013 15:45,TRUE
"Java developer for Energy Savings project","Java","Lohika Systems",0,1/31/2013 14:47,TRUE
"Java developer for a Telecom project","Java","Lohika Systems",0,1/31/2013 14:45,TRUE
"Senior Java Developer","Java","Luxoft",0,1/31/2013 12:18,TRUE
"Специалист по разработке интерфейсов (JavaScript)","Front End","Веб-сервис uCoz",0,1/31/2013 10:20,TRUE
"Web-разработчик","Perl","Веб-сервис uCoz",0,1/31/2013 10:19,TRUE
"PHP Developer","PHP","INTERSOG",0,1/30/2013 17:59,TRUE
"PowerBuilder Software Engineer","Other","SoftServe",0,1/30/2013 17:45,TRUE
"Senior Java Developer","Java","Luxoft",0,1/30/2013 14:41,TRUE
"Java Team Lead/Architect","Java","Luxoft",0,1/30/2013 14:39,TRUE
"Senior Web developer","Front End","Luxoft",0,1/30/2013 14:36,TRUE
"Web-C++ _Browser","C++","Luxoft",0,1/30/2013 13:52,TRUE
"Senior Test Engineer","QA","Luxoft",0,1/30/2013 13:38,TRUE
"C++ developer","C++","Luxoft",0,1/30/2013 13:23,TRUE
"Super Senior Php Developer for relocation to Amsterdam","PHP","DAXX BV",0,1/30/2013 13:14,TRUE
"C/C++ Developer","C++","Luxoft",0,1/30/2013 13:08,TRUE
"C/C++ Developer","C++","Luxoft",0,1/30/2013 13:05,TRUE
"Linux Software Engineer","C++","Luxoft",0,1/30/2013 13:01,TRUE
"Специалист Help Desk","Support","Luxoft",0,1/30/2013 12:49,TRUE
"Electrical Motor Control Circuit developer",,"Samsung Ukraine R&D Center",0,1/30/2013 8:46,FALSE
"Security Assessment Engineer",,"Samsung Ukraine R&D Center",0,1/30/2013 8:42,FALSE
"Research Engineer (Computer Vision and Artificial Intelligence)",,"Samsung Ukraine R&D Center",0,1/30/2013 8:40,TRUE
"Associate Java Engineer","Java","Lohika Systems",0,1/29/2013 17:27,TRUE
"Perfomance Engineer","QA","Lohika Systems",0,1/29/2013 17:19,TRUE
"iOS RnD TL","iOS/Mac","Lohika Systems",0,1/29/2013 17:15,TRUE
"C++ Engineer","C++","Lohika Systems",0,1/29/2013 16:54,FALSE
"C++ Engineer","C++","Lohika Systems",0,1/29/2013 16:43,FALSE
"Delphi Engineer","Delphi","Lohika Systems",0,1/29/2013 16:38,FALSE
"Java Developer","Java","4tegroup",0,1/29/2013 16:27,FALSE
"Java Developer","Java","Forte Group",0,1/29/2013 16:01,FALSE
"PHP DEVELOPER - Middle & Senior Level","PHP","TextMagic Ltd. ",0,1/29/2013 15:27,TRUE
"PHP программист","PHP","Element R&D",0,1/29/2013 15:18,TRUE
"Developer C++","C++","Element R&D",0,1/29/2013 15:18,TRUE
"QA Engineer","QA","Право.ру",0,1/29/2013 14:57,FALSE
"QA Engineer Lead","QA","Право.ру",0,1/29/2013 14:55,FALSE
"Front-end Developer","Front End","Paymentwall, Inc.",0,1/29/2013 14:32,TRUE
"PHP developer","PHP","Paymentwall, Inc.",0,1/29/2013 14:32,TRUE
"Server-side automation engineer (Java)","Java","Luxoft",0,1/29/2013 14:27,TRUE
"Senior Mobile QA Engineer","QA","Skelia",0,1/29/2013 13:09,TRUE
"QA Lead","QA","Luxoft",0,1/29/2013 12:01,TRUE
"QA Lead","QA","Luxoft",0,1/29/2013 12:01,FALSE
"DevOps Engineer",,"N-iX",0,1/29/2013 10:51,TRUE
"Middle / Senior Java Developer","Java","EPAM Systems",0,1/29/2013 10:26,TRUE
"PR- менеджер в ПриватБанк (Россия)",,"ПАО КБ «ПРИВАТБАНК»",0,1/29/2013 10:02,FALSE
"Media Planner for AdQuota",,"Ciklum",0,1/28/2013 17:27,TRUE
"ASP.NET",".NET","Trust Sourcing",0,1/28/2013 17:15,FALSE
"Senior BI Developer (Microstrategy) LVIV",,"EPAM Systems",0,1/28/2013 16:20,TRUE
"Build Engineer (Lviv)","Other","EPAM Systems",0,1/28/2013 16:08,TRUE
"Software Engineer (Java/Scala)","Scala","Azigo Inc.",0,1/28/2013 14:59,TRUE
".NET Architect/Team Lead",".NET","Sigma Ukraine",0,1/28/2013 12:43,TRUE
"Quality Manager","QA","Sigma Ukraine",0,1/28/2013 12:39,TRUE
".Net Team Lead",".NET","Sigma Ukraine",0,1/28/2013 12:39,FALSE
"Senior C++ Developer","C++","Sigma Ukraine",0,1/28/2013 12:39,TRUE
