nothing,speciality,language,spec_more,tenure,nothing,nothing,nothing,nothing,nothing,netwage,wage_diff,city,company_size,gender,age,education,english,date,user_agent,nothing,nothing,nothing,nothing,nothing
1,Software Engineer,PHP,,0,1,0,2,0,0,1250,0,Vinnytsia,Less than 50,m,38,Higher,Lower than average,12/20/12 22:00,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,GitHub,0,18,no,20
1,Senior Software Engineer,C#/.NET,,7,0,0,1,0,0,2850,100,Kyiv,Less than 50,m,29,Higher,Higher than average,12/20/12 22:05,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,2,15,yes,2
1,Project manager,0,,0.75,0,0,0.75,0,0,800,400,Cherkasy,Less than 200,m,22,Higher,Higher than average,12/20/12 22:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,12,no,60
1,Technical Lead,C#/.NET,,3,0,0,1,0,0,2660,300,Kharkiv,Less than 50,m,24,Higher,Higher than average,12/20/12 22:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1.5,13,no,10
1,QA Tech Lead,0,General QA,1,0,0,1,0,0,600,0,Kyiv,Less than 10,m,22,Higher,Lower than average,12/20/12 22:13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, HabraHabr",0.5,20,no,10
1,Software Engineer,C#/.NET,,1.75,0,0,1.75,0,0,1900,500,Dnipropetrovsk,Less than 200,m,21,Unfinished higher,Higher than average,12/20/12 22:18,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,1.75,10,no,20
1,Senior Software Engineer,C#/.NET,,5.5,0,0,2.5,0,0,2000,400,Kyiv,Less than 50,m,25,Higher,Lower than average,12/20/12 22:20,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",3,13,yes,2
1,System Admin,0,,3,0,0,1,0,0,900,125,Kyiv,Less than 10,m,25,Higher,Lower than average,12/20/12 22:24,"Mozilla/5.0 (Linux; U; Android 2.2.2; ru-ua; HTC Desire Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",HabraHabr,0,1,no,50
1,Project manager,0,,7,0,0,3,0,0,3000,1000,Kyiv,Less than 200,m,30,Higher,Higher than average,12/20/12 22:30,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,2,17,yes,60
1,Technical Lead,PHP,,7.5,0,0,7.5,0,0,2550,550,Kharkiv,Less than 200,m,33,Higher,Average,12/20/12 22:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,16,yes,12
1,Team lead,0,,6,0,0,1,0,0,3000,500,Kyiv,Less than 50,m,27,Two Higher,Advanced,12/20/12 22:37,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",3,22,no,8
1,Junior Software Engineer,C#/.NET,,3.5,0,0,0.25,0,0,1000,700,Kharkiv,Less than 1000,m,24,Higher,Average,12/20/12 22:41,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",2,15,no,30
1,Senior Software Engineer,Flex/Flash/AIR,,0,1,0,0.25,0,0,2300,300,Lviv,Less than 50,m,33,Higher,Higher than average,12/20/12 22:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0.75,10,yes,0
1,Software Engineer,Flex/Flash/AIR,,3.5,0,0,3.5,0,0,1200,400,Rovno,Less than 10,m,25,Higher,Average,12/20/12 22:44,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,"StackOverflow, HabraHabr",0.5,15,yes,10
1,Software Engineer,Flex/Flash/AIR,,4,0,0,4,0,0,600,200,Rovno,Less than 10,m,25,Higher,Average,12/20/12 22:48,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0.5,15,yes,10
1,Software Engineer,PHP,,2.5,0,0,0,0,1,2000,500,Kyiv,Less than 50,m,22,Higher,Advanced,12/20/12 22:50,Mozilla/5.0 (X11; Linux i686; rv:16.0) Gecko/20100101 Firefox/16.0,"GitHub, StackOverflow, HabraHabr",0.75,15,yes,40
1,Senior Software Engineer,C#/.NET,,7,0,0,1.75,0,0,3200,500,Kyiv,More than 1000,m,28,Higher,Higher than average,12/20/12 22:53,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow",0.5,13,no,40
1,Project manager,0,,7,0,0,1,0,0,3000,0,Vinnytsia,More than 1000,m,30,Higher,Higher than average,12/20/12 22:58,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,3,13,yes,12
1,Designer,0,,3,0,0,2,0,0,600,100,Kharkiv,Less than 50,m,21,Unfinished higher,Lower than average,12/20/12 22:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",HabraHabr,1,18,no,168
1,Senior Software Engineer,C++,,8,0,0,7,0,0,1200,250,Kyiv,Less than 10,m,29,Higher,Lower than average,12/20/12 23:01,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12,"StackOverflow, HabraHabr",1,17,no,50
1,Project manager,0,,2.5,0,0,2.5,0,0,2250,0,Kyiv,Less than 200,m,27,Higher,Average,12/20/12 23:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,2.5,10,no,16
1,Technical Lead,SQL,,8,0,0,5,0,0,2000,0,Sevastopol,Less than 10,m,30,Higher,Higher than average,12/20/12 23:10,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,,2,14,no,168
1,SeniorPM/ProgramManager,0,,8,0,0,1,0,0,4000,0,Dnipropetrovsk,Less than 1000,m,33,Unfinished higher,Higher than average,12/20/12 23:11,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0,4,yes,12
1,SeniorPM/ProgramManager,0,,6,0,0,0,1,0,4000,400,Kyiv,More than 1000,m,34,Higher,Higher than average,12/20/12 23:11,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,1.5,19,no,40
1,Software Engineer,Java,,1.75,0,0,0.5,0,0,2000,600,Kyiv,More than 1000,m,22,Higher,Higher than average,12/20/12 23:12,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X; ru-ru) AppleWebKit/534.46 (KHTML, like Gecko) CriOS/23.0.1271.100 Mobile/9B206 Safari/7534.48.3","StackOverflow, HabraHabr",3,16,no,40
1,Software Engineer,Java,,1.75,0,0,1.75,0,0,1300,400,Kharkiv,Less than 200,m,41,Higher,Average,12/20/12 23:29,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,14,yes,70
1,Software Engineer,C#/.NET,,4,0,0,4,0,0,2100,0,Kyiv,Less than 10,m,27,Higher,Lower than average,12/20/12 23:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",2,16,no,120
1,Software Engineer,Java,,5.5,0,0,0.5,0,0,2000,0,Kyiv,More than 1000,m,28,Unfinished higher,Lower than average,12/20/12 23:36,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",0,15,yes,
1,Project manager,0,,1.75,0,0,0.5,0,0,1300,900,Kharkiv,Less than 50,m,25,Two Higher,Advanced,12/20/12 23:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,0,17,no,15
1,Senior Software Engineer,Java,,6.5,0,0,1.25,0,0,3700,200,Kyiv,Less than 200,m,25,Higher,Advanced,12/20/12 23:50,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,,4,15,yes,100
1,System Admin,0,,3.5,0,0,3,0,0,1400,200,Kyiv,Less than 1000,m,27,Higher,Average,12/20/12 23:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,,no,10
1,Software Engineer,Java,,5,0,0,0.5,0,0,2100,600,Lviv,Less than 10,m,29,Higher,Higher than average,12/20/12 23:55,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,StackOverflow,0.5,10,no,0
1,Software Engineer,Delphi,,0,1,0,2,0,0,1660,400,Lviv,Less than 200,m,40,Two Higher,Lower than average,12/20/12 23:58,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16","StackOverflow, HabraHabr",1,14,yes,5
1,Senior Software Engineer,Java,,6,0,0,0.75,0,0,3000,600,Kharkiv,Less than 1000,m,27,Higher,Higher than average,12/20/12 23:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17","StackOverflow, HabraHabr",0.75,11,no,12
1,Software Engineer,SQL,,4.5,0,0,1.5,0,0,2300,199,Kyiv,More than 1000,f,26,Higher,Higher than average,12/21/12 0:01,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.19) Gecko/2010031422 Firefox/3.0.19 (.NET CLR 3.5.30729),StackOverflow,2.5,21,no,10
1,Senior Software Engineer,Java,,4.5,0,0,1,0,0,2950,400,Kyiv,More than 1000,m,27,Higher,Average,12/21/12 0:04,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,,0.5,16,yes,10
1,Project manager,0,,8,0,0,6,0,0,2100,200,Zhitomir,Less than 1000,m,30,Higher,Higher than average,12/21/12 0:11,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),HabraHabr,0,16,no,20
1,Junior QA engineer,0,Manual QA,0.75,0,0,0.75,0,0,700,150,Kyiv,More than 1000,m,25,Higher,Average,12/21/12 0:11,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,19,yes,10
1,Junior Software Engineer,C#/.NET,,0.5,0,0,0,0,1,1100,700,Dnipropetrovsk,Less than 50,m,22,Unfinished higher,Average,12/21/12 0:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,1.5,15,no,40
1,Senior Software Engineer,Python,,4,0,0,3,0,0,2140,140,Lviv,More than 1000,m,34,Higher,Higher than average,12/21/12 0:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow",0,14,no,30
1,Software Engineer,C#/.NET,,2,0,0,1.25,0,0,1350,700,Lviv,Less than 1000,m,23,Higher,Higher than average,12/21/12 0:20,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,16,no,10
1,Software Engineer,C#/.NET,,4,0,0,2,0,0,1550,350,Kharkiv,Less than 50,m,27,Higher,Average,12/21/12 0:25,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),"StackOverflow, HabraHabr",1,16,yes,20
1,Junior Software Engineer,Java,,0.5,0,0,0.5,0,0,1100,400,Kharkiv,More than 1000,m,21,Unfinished higher,Higher than average,12/21/12 0:27,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0.75,,yes,28
1,Software Engineer,Java,,1.25,0,0,1.25,0,0,1350,800,Kyiv,Less than 50,m,23,Unfinished higher,Average,12/21/12 0:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1.25,15,no,20
1,SeniorPM/ProgramManager,0,,9,0,0,3,0,0,2800,700,Kharkiv,Less than 1000,m,31,Higher,Advanced,12/21/12 0:34,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,,2,14,yes,30
1,Project manager,0,,4,0,0,1.5,0,0,2400,200,Kharkiv,Less than 200,m,31,Higher,Higher than average,12/21/12 0:35,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0.5,12,no,2
1,Software Engineer,C#/.NET,,3,0,0,2.5,0,0,1800,800,Kyiv,More than 1000,m,25,Higher,Average,12/21/12 0:42,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,0.25,16,no,5
1,Junior Software Engineer,JavaScript,,1.75,0,0,0.75,0,0,1500,750,Kyiv,Less than 200,m,24,Higher,Lower than average,12/21/12 0:57,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",0,17,no,
1,Senior Software Engineer,Java,,5,0,0,3,0,0,3500,600,Kyiv,Less than 10,m,23,Higher,Higher than average,12/21/12 1:04,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",StackOverflow,4,13,no,20
1,Software Engineer,PHP,,5,0,0,0,0,1,1500,500,Kyiv,Less than 10,m,25,Higher,Elementary,12/21/12 1:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1,19,no,12
1,Software Engineer,C++,,2,0,0,0.75,0,0,1540,140,Kharkiv,Less than 10,m,22,Higher,Higher than average,12/21/12 1:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",2,13,no,20
1,Junior Software Engineer,Java,,0.5,0,0,0.5,0,0,600,0,Kharkiv,Less than 200,m,19,Unfinished higher,Higher than average,12/21/12 1:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",0.5,16,yes,40
1,QA engineer,0,Manual QA,1.5,0,0,0.5,0,0,875,100,Kyiv,Less than 1000,m,24,Higher,Average,12/21/12 1:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,14,yes,0
1,Software Engineer,C#/.NET,,2,0,0,1,0,0,1000,0,Kyiv,Less than 200,m,24,Higher,Higher than average,12/21/12 1:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11","GitHub, StackOverflow, HabraHabr",0,18,no,20
1,Software Engineer,PHP,,1.5,0,0,1.5,0,0,600,200,Kharkiv,Less than 1000,m,26,Higher,Higher than average,12/21/12 5:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",,,,,
1,Junior QA engineer,0,Manual QA,0.5,0,0,0.5,0,0,1000,0,Kyiv,Less than 200,m,23,Higher,Lower than average,12/21/12 6:48,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0,7,no,60
1,Junior Software Engineer,Python,,0.5,0,0,0.5,0,0,480,0,Kyiv,Less than 50,m,22,Unfinished higher,Average,12/21/12 8:20,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","GitHub, StackOverflow, HabraHabr",1,16,yes,10
1,Senior Software Engineer,Java,,9,0,0,2,0,0,3000,0,Vinnytsia,Less than 50,m,30,Higher,Higher than average,12/21/12 8:21,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Win64; x64; Trident/4.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0),"GitHub, StackOverflow, HabraHabr",0,20,no,25
1,Senior Software Engineer,Java,,6,0,0,0,0,1,3600,1100,Kyiv,Less than 200,m,26,Higher,Higher than average,12/21/12 8:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,5,13,no,50
1,Senior Software Engineer,C++,,5,0,0,4,0,0,2000,200,Dnipropetrovsk,Less than 10,m,30,Higher,Average,12/21/12 8:56,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0,16,no,
1,Business Analyst,0,,4,0,0,0.25,0,0,3000,400,Kyiv,Less than 10,m,31,Doc Candidate,Advanced,12/21/12 9:16,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,4,10,yes,15
1,Project manager,0,,0,1,0,0,0,1,4000,0,Kyiv,More than 1000,m,29,Two Higher,Higher than average,12/21/12 9:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",4,18,no,0
1,Software Engineer,PHP,,5,0,0,4,0,0,800,0,Kherson,Less than 50,m,29,Higher,Average,12/21/12 9:34,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0,15,no,16
1,System Admin,0,,0,1,0,0,1,0,1300,200,Kharkiv,Less than 200,m,38,Unfinished higher,Elementary,12/21/12 9:36,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12,,0,,no,60
1,System Admin,0,,1,0,0,1,0,0,300,0,Kharkiv,Less than 10,m,23,Higher,Higher than average,12/21/12 9:41,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",HabraHabr,0,12,no,90
1,Software Engineer,Python,,3,0,0,1,0,0,800,300,Chernihiv,Less than 10,m,25,Higher,Elementary,12/21/12 9:47,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, StackOverflow, HabraHabr",1.5,15,no,30
1,Junior Software Engineer,C#/.NET,,0.75,0,0,0.75,0,0,855,855,Zhitomir,Less than 1000,m,22,Unfinished higher,Lower than average,12/21/12 9:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",1,17,no,100
1,Project manager,0,,0,1,0,3,0,0,3500,300,Kyiv,More than 1000,m,34,Higher,Higher than average,12/21/12 9:50,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,4,14,yes,2
1,Software Engineer,PHP,,1.5,0,0,1.5,0,0,1300,700,Kharkiv,Less than 50,m,23,Higher,Average,12/21/12 10:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",,0,13,yes,20
1,Designer,0,,0,1,0,1,0,0,1500,-1100,Kyiv,Less than 10,m,37,Higher,Elementary,12/21/12 10:07,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,HabraHabr,0,21,no,
1,Designer,0,,5,0,0,5,0,0,700,0,Dnipropetrovsk,Less than 10,m,26,Secondary,Elementary,12/21/12 10:35,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",,,,,
1,Senior Software Engineer,C#/.NET,,0,1,0,3,0,0,2200,300,Kharkiv,Less than 10,m,34,Higher,Average,12/21/12 10:39,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.40 Safari/537.17","GitHub, StackOverflow, HabraHabr",2,12,no,5
1,Technical Author,0,,6,0,0,2,0,0,700,200,Zhitomir,Less than 10,m,28,Higher,Higher than average,12/21/12 10:42,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.12 (KHTML, like Gecko) Maxthon/3.0 Chrome/18.0.966.0 Safari/535.12",HabraHabr,1,20,no,10
1,Senior Software Engineer,SQL,,0,1,0,0.75,0,0,2600,200,Kyiv,Less than 200,m,50,Higher,Elementary,12/21/12 10:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,17,no,10
1,System Admin,0,,0,1,0,0,0,1,250,-300,Dnipropetrovsk,Less than 10,m,36,Secondary,Lower than average,12/21/12 11:01,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0,14,no,14
1,Senior QA engineer,0,General QA,6.5,0,0,0.5,0,0,2200,1200,Kyiv,More than 1000,m,29,Two Higher,Higher than average,12/21/12 11:01,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,0,,yes,20
1,Designer,0,,7,0,0,0,0,1,2600,1100,Kyiv,Less than 50,m,26,Higher,Lower than average,12/21/12 11:01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",HabraHabr,3,12,no,15
1,Senior QA engineer,0,General QA,3,0,0,2,0,0,1700,400,Kyiv,More than 1000,m,26,Higher,Higher than average,12/21/12 11:02,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",1,15,no,30
1,Junior Software Engineer,Java,,0,0,1,0,0,1,410,0,Kyiv,Less than 10,f,22,Higher,Higher than average,12/21/12 11:02,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",StackOverflow,2,21,no,30
1,Software Engineer,Java,,3.5,0,0,0.5,0,0,2500,1000,Kyiv,More than 1000,f,26,Higher,Average,12/21/12 11:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,16,yes,24
1,QA engineer,0,Manual QA,0,0,1,0,0,1,1000,0,Kyiv,More than 1000,m,26,Higher,Average,12/21/12 11:11,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,7,yes,20
1,Senior Software Engineer,C#/.NET,,7,0,0,2.5,0,0,2700,200,Kharkiv,More than 1000,m,29,Higher,Higher than average,12/21/12 11:12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20121204 Firefox/19.0,"GitHub, StackOverflow, HabraHabr",0,15,no,45
1,Senior Software Engineer,C#/.NET,,4,0,0,1.75,0,0,2000,100,Kyiv,Less than 200,m,25,Higher,Higher than average,12/21/12 11:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11","GitHub, StackOverflow",0,16,no,20
1,Junior Software Engineer,Other,,0.5,0,0,0.5,0,0,400,0,Kyiv,More than 1000,m,24,Higher,Average,12/21/12 11:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0,HabraHabr,4,18,no,40
1,Junior Software Engineer,Java,,0.5,0,0,0.5,0,0,400,400,Kyiv,Less than 10,m,23,Unfinished higher,Elementary,12/21/12 11:19,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,HabraHabr,4,13,no,30
1,Junior QA engineer,0,Automation QA,1.5,0,0,1.5,0,0,1300,500,Kyiv,More than 1000,m,26,Two Higher,Average,12/21/12 11:23,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,14,no,30
1,Junior Software Engineer,C++,,1.75,0,0,1.75,0,0,950,400,Lviv,Less than 50,m,29,Higher,Lower than average,12/21/12 11:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,23,no,10
1,DirEngin/ProgramDirector,0,,0,1,0,0,1,0,3000,300,Kyiv,Less than 200,m,31,Two Higher,Average,12/21/12 11:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"GitHub, HabraHabr",5,9,no,72
1,Software Engineer,C#/.NET,,5,0,0,0.5,0,0,2500,500,Kyiv,Less than 200,m,34,Higher,Average,12/21/12 11:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11","StackOverflow, HabraHabr",0,15,no,20
1,Team lead,0,,2.5,0,0,2.5,0,0,3400,200,Kyiv,Less than 200,m,34,Higher,Average,12/21/12 11:56,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,"StackOverflow, HabraHabr",1,16,no,20
1,Technical Author,0,,2.5,0,0,2.5,0,0,940,250,Chernivtsi,Less than 50,m,26,Higher,Advanced,12/21/12 12:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0,,0,,no,15
